"Date","Price","Open","High","Low","Vol.","Change %"
"03/15/2024","47,350","47,250","47,700","46,550","8.87M","0.21%"
"03/14/2024","47,250","48,800","49,000","47,100","13.30M","-2.68%"
"03/13/2024","48,550","46,800","48,700","46,800","8.93M","3.85%"
"03/12/2024","46,750","46,150","47,900","46,050","16.65M","0.75%"
"03/11/2024","46,400","47,500","48,300","46,250","13.80M","-2.83%"
"03/08/2024","47,750","49,250","49,250","47,000","20.60M","-2.55%"
"03/07/2024","49,000","48,700","49,250","48,100","9.44M","0.62%"
"03/06/2024","48,700","50,000","50,300","48,300","15.08M","-2.60%"
"03/05/2024","50,000","47,600","50,000","47,500","22.38M","5.49%"
"03/04/2024","47,400","46,600","47,950","46,600","16.59M","1.72%"
"03/01/2024","46,600","46,550","47,300","46,100","15.36M","0.87%"
"02/29/2024","46,200","46,400","47,000","46,000","13.89M","1.99%"
"02/28/2024","45,300","45,000","45,850","44,750","13.79M","1.23%"
"02/27/2024","44,750","44,700","45,200","44,400","9.64M","0.90%"
"02/26/2024","44,350","44,000","44,500","43,050","13.53M","0.80%"
"02/23/2024","44,000","45,300","45,550","43,950","17.64M","-2.87%"
"02/22/2024","45,300","46,300","46,300","45,200","11.20M","-1.74%"
"02/21/2024","46,100","46,700","46,700","46,000","6.48M","-1.50%"
"02/20/2024","46,800","46,950","46,950","46,000","7.87M","0.00%"
"02/19/2024","46,800","46,500","47,200","46,150","7.50M","1.08%"
"02/16/2024","46,300","46,400","46,600","45,800","5.00M","0.98%"
"02/15/2024","45,850","46,950","47,000","45,850","9.34M","-1.61%"
"02/07/2024","46,600","46,950","47,050","46,450","5.71M","-0.85%"
"02/06/2024","47,000","47,500","47,500","46,800","5.40M","-0.84%"
"02/05/2024","47,400","47,500","47,600","46,800","7.54M","0.00%"
"02/02/2024","47,400","46,500","47,400","46,100","11.95M","2.60%"
"02/01/2024","46,200","45,000","46,700","45,000","11.30M","2.67%"
"01/31/2024","45,000","45,700","45,900","44,650","8.74M","-0.88%"
"01/30/2024","45,400","44,600","45,450","44,500","7.14M","1.79%"
"01/29/2024","44,600","44,950","45,150","44,500","4.13M","-0.67%"
"01/26/2024","44,900","45,000","45,500","44,750","3.78M","-0.66%"
"01/25/2024","45,200","44,250","45,200","44,100","7.53M","1.80%"
"01/24/2024","44,400","45,200","45,450","44,350","9.68M","-2.20%"
"01/23/2024","45,400","46,150","46,150","45,250","6.10M","-1.63%"
"01/22/2024","46,150","46,100","46,300","45,150","7.24M","0.22%"
"01/19/2024","46,050","46,000","46,700","45,300","10.72M","0.44%"
"01/18/2024","45,850","44,900","45,850","44,600","8.90M","2.12%"
"01/17/2024","44,900","44,300","45,600","44,300","12.49M","1.35%"
"01/16/2024","44,300","42,900","44,400","42,800","17.42M","3.26%"
"01/15/2024","42,900","42,550","43,300","42,250","8.99M","2.39%"
"01/12/2024","41,900","41,850","42,600","41,800","7.14M","-1.30%"
"01/11/2024","42,450","42,250","43,150","42,200","4.99M","0.47%"
"01/10/2024","42,250","42,700","42,900","41,900","6.77M","-1.05%"
"01/09/2024","42,700","43,150","43,200","42,400","9.02M","-1.16%"
"01/08/2024","43,200","44,300","44,300","43,200","6.21M","-1.48%"
"01/05/2024","43,850","43,200","44,100","43,000","9.04M","1.50%"
"01/04/2024","43,200","43,200","43,800","43,000","8.52M","0.00%"
"01/03/2024","43,200","42,400","43,450","42,000","6.08M","1.77%"
"01/02/2024","42,450","43,100","43,300","42,150","7.14M","-0.82%"
"12/29/2023","42,800","43,200","43,300","42,650","4.18M","-0.58%"
"12/28/2023","43,050","42,850","43,250","42,800","6.37M","0.47%"
"12/27/2023","42,850","42,700","43,050","42,550","5.24M","0.35%"
"12/26/2023","42,700","42,550","43,150","42,350","6.77M","0.12%"
"12/25/2023","42,650","42,350","43,700","42,350","8.48M","0.71%"
"12/22/2023","42,350","42,450","42,650","42,000","6.07M","-0.70%"
"12/21/2023","42,650","42,200","42,700","41,850","7.21M","0.59%"
"12/20/2023","42,400","40,650","42,400","40,500","12.45M","4.31%"
"12/19/2023","40,650","39,500","40,900","39,200","5.74M","2.65%"
"12/18/2023","39,600","40,950","40,950","39,500","8.70M","-2.82%"
"12/15/2023","40,750","41,600","41,600","40,500","9.35M","-2.04%"
"12/14/2023","41,600","42,100","42,300","41,400","6.54M","-0.24%"
"12/13/2023","41,700","42,800","43,600","41,550","10.86M","-1.88%"
"12/12/2023","42,500","42,500","42,600","42,100","5.96M","0.00%"
"12/11/2023","42,500","42,600","42,650","41,900","6.21M","-0.23%"
"12/08/2023","42,600","40,800","43,000","40,400","16.80M","4.28%"
"12/07/2023","40,850","41,050","41,100","39,500","10.60M","-0.24%"
"12/06/2023","40,950","40,000","41,050","39,950","9.05M","2.38%"
"12/05/2023","40,000","39,950","40,100","39,700","6.20M","0.13%"
"12/04/2023","39,950","38,900","40,450","38,800","10.60M","3.10%"
"12/01/2023","38,750","38,750","39,000","38,050","4.16M","0.65%"
"11/30/2023","38,500","38,850","39,100","38,500","4.03M","-0.77%"
"11/29/2023","38,800","38,150","39,450","38,150","8.52M","2.11%"
"11/28/2023","38,000","38,050","38,150","37,350","6.13M","0.00%"
"11/27/2023","38,000","38,500","38,550","38,000","5.27M","-1.43%"
"11/24/2023","38,550","37,900","38,550","37,150","11.18M","3.35%"
"11/23/2023","37,300","40,000","40,300","37,300","8.07M","-6.28%"
"11/22/2023","39,800","40,800","40,850","39,300","14.50M","-2.69%"
"11/21/2023","40,900","41,500","41,500","40,600","5.78M","0.86%"
"11/20/2023","40,550","40,150","41,650","40,150","7.56M","-2.05%"
"11/17/2023","41,400","41,500","42,500","40,650","11.00M","-0.24%"
"11/16/2023","41,500","41,500","41,600","40,700","10.53M","-0.95%"
"11/15/2023","41,900","42,400","42,500","41,350","10.34M","0.96%"
"11/14/2023","41,500","41,000","42,100","40,800","15.24M","3.75%"
"11/13/2023","40,000","39,550","40,300","39,050","9.19M","1.52%"
"11/10/2023","39,400","39,750","40,300","39,000","11.05M","-2.23%"
"11/09/2023","40,300","40,500","41,350","39,900","12.14M","1.77%"
"11/08/2023","39,600","37,900","39,600","36,700","19.61M","3.66%"
"11/07/2023","38,200","37,900","39,450","37,500","10.42M","0.39%"
"11/06/2023","38,050","39,000","39,000","37,600","12.64M","-2.31%"
"11/03/2023","38,950","37,500","39,200","37,000","12.41M","5.27%"
"11/02/2023","37,000","35,900","37,400","33,600","21.18M","5.41%"
"11/01/2023","35,100","37,000","37,700","35,100","21.09M","-6.90%"
"10/31/2023","37,700","40,400","40,700","37,700","13.21M","-6.91%"
"10/30/2023","40,500","41,100","41,750","40,500","4.25M","-3.57%"
"10/27/2023","42,000","42,300","42,500","41,400","4.69M","0.00%"
"10/26/2023","42,000","42,200","42,400","40,500","15.05M","-3.45%"
"10/25/2023","43,500","43,000","44,200","43,000","4.77M","1.16%"
"10/24/2023","43,000","43,100","43,600","41,750","8.22M","0.00%"
"10/23/2023","43,000","44,700","44,850","42,600","8.58M","-3.80%"
"10/20/2023","44,700","43,000","45,000","43,000","7.02M","3.95%"
"10/19/2023","43,000","44,200","44,700","43,000","8.07M","-3.80%"
"10/18/2023","44,700","46,800","47,000","43,650","11.41M","-3.46%"
"10/17/2023","46,300","48,900","48,900","46,300","7.89M","-4.73%"
"10/16/2023","48,600","49,500","50,700","48,600","8.50M","-1.82%"
"10/13/2023","49,500","48,500","49,500","48,450","9.85M","2.27%"
"10/12/2023","48,400","49,300","49,500","48,200","13.70M","-1.83%"
"10/11/2023","49,300","49,000","49,300","48,600","3.48M","0.92%"
"10/10/2023","48,850","48,400","49,450","48,400","4.82M","1.88%"
"10/09/2023","47,950","48,350","48,900","47,650","6.46M","-0.72%"
"10/06/2023","48,300","46,900","48,500","46,300","5.19M","2.77%"
"10/05/2023","47,000","49,900","49,900","47,000","6.35M","-4.47%"
"10/04/2023","49,200","48,000","50,000","48,000","4.83M","0.41%"
"10/03/2023","49,000","51,500","51,500","48,300","8.98M","-5.59%"
"10/02/2023","51,900","52,600","53,000","51,800","4.21M","-1.33%"
"09/29/2023","52,600","53,800","53,800","52,600","4.95M","-0.75%"
"09/28/2023","53,000","52,900","54,700","52,500","8.91M","1.92%"
"09/27/2023","52,000","51,100","52,000","50,200","4.90M","0.97%"
"09/26/2023","51,500","51,100","51,700","50,500","8.27M","0.98%"
"09/25/2023","51,000","51,600","53,000","49,900","7.69M","-2.11%"
"09/22/2023","52,100","53,100","53,400","51,300","11.80M","-3.87%"
"09/21/2023","54,200","55,800","55,800","54,200","9.50M","-2.87%"
"09/20/2023","55,800","55,100","56,200","54,600","6.83M","0.54%"
"09/19/2023","55,500","55,100","55,500","53,000","8.84M","0.91%"
"09/18/2023","55,000","55,600","55,600","54,100","6.61M","-1.61%"
"09/15/2023","55,900","57,500","57,500","55,400","7.84M","-2.44%"
"09/14/2023","57,300","57,700","58,500","57,100","8.44M","-0.35%"
"09/13/2023","57,500","56,100","59,300","55,500","16.05M","3.05%"
"09/12/2023","55,800","54,500","55,800","54,000","4.79M","2.39%"
"09/11/2023","54,500","55,800","56,200","53,800","8.46M","-1.80%"
"09/08/2023","55,500","54,500","56,500","54,500","7.81M","0.91%"
"09/07/2023","55,000","55,200","55,800","54,300","5.99M","0.00%"
"09/06/2023","55,000","54,300","55,600","53,800","5.12M","1.29%"
"09/05/2023","54,300","53,800","55,500","53,400","8.35M","0.93%"
"08/31/2023","53,800","54,000","54,400","53,500","5.21M","0.00%"
"08/30/2023","53,800","53,000","54,500","52,900","7.31M","1.70%"
"08/29/2023","52,900","51,800","53,200","51,500","8.30M","2.32%"
"08/28/2023","51,700","50,900","51,900","50,400","8.50M","2.38%"
"08/25/2023","50,500","50,300","51,400","50,000","7.14M","0.40%"
"08/24/2023","50,300","49,700","50,800","49,700","5.73M","1.21%"
"08/23/2023","49,700","50,700","50,700","49,200","4.96M","-0.60%"
"08/22/2023","50,000","49,100","50,200","47,350","10.15M","2.04%"
"08/21/2023","49,000","50,000","50,500","48,750","7.06M","-2.39%"
"08/18/2023","50,200","53,900","53,900","50,200","14.26M","-6.86%"
"08/17/2023","53,900","54,100","55,200","53,400","7.23M","0.19%"
"08/16/2023","53,800","54,000","54,300","53,000","5.14M","-0.37%"
"08/15/2023","54,000","54,600","55,900","54,000","8.38M","-0.37%"
"08/14/2023","54,200","53,900","54,300","52,600","9.62M","1.69%"
"08/11/2023","53,300","52,200","53,300","51,000","6.32M","2.50%"
"08/10/2023","52,000","53,000","53,000","51,700","4.98M","-1.14%"
"08/09/2023","52,600","53,400","53,400","52,000","8.97M","-1.87%"
"08/08/2023","53,600","54,000","54,300","53,400","5.74M","-0.37%"
"08/07/2023","53,800","53,700","54,900","53,300","6.49M","1.51%"
"08/04/2023","53,000","53,000","53,200","52,300","7.53M","0.57%"
"08/03/2023","52,700","51,800","53,700","51,400","8.00M","1.93%"
"08/02/2023","51,700","51,700","52,500","51,600","5.32M","0.00%"
"08/01/2023","51,700","54,100","54,100","51,700","7.53M","-3.72%"
"07/31/2023","53,700","54,000","54,200","52,600","7.86M","-1.47%"
"07/28/2023","54,500","53,900","54,900","53,200","3.87M","0.74%"
"07/27/2023","54,100","52,400","54,500","52,200","5.82M","3.84%"
"07/26/2023","52,100","53,090","53,685","51,506","5.45M","-1.86%"
"07/25/2023","53,090","53,982","53,982","52,397","4.43M","-1.65%"
"07/24/2023","53,982","52,496","53,982","51,506","4.07M","3.81%"
"07/21/2023","52,001","48,633","52,001","48,485","11.73M","6.93%"
"07/20/2023","48,633","47,940","49,029","47,940","5.45M","1.24%"
"07/19/2023","48,039","47,940","48,485","47,494","3.48M","0.94%"
"07/18/2023","47,593","47,940","48,138","47,296","4.61M","-1.23%"
"07/17/2023","48,188","49,029","49,376","48,188","2.79M","-1.62%"
"07/14/2023","48,980","48,881","48,980","48,039","5.90M","0.20%"
"07/13/2023","48,881","48,732","49,426","48,683","4.81M","0.41%"
"07/12/2023","48,683","47,890","48,831","47,742","4.79M","0.72%"
"07/11/2023","48,336","47,148","48,336","46,900","8.18M","2.20%"
"07/10/2023","47,296","45,612","47,296","45,365","10.23M","4.95%"
"07/07/2023","45,067","42,641","45,067","42,641","7.40M","5.32%"
"07/06/2023","42,789","42,987","43,334","42,443","4.54M","-0.35%"
"07/05/2023","42,938","43,037","44,027","42,938","7.26M","0.23%"
"07/04/2023","42,839","42,492","43,235","42,245","4.44M","0.58%"
"07/03/2023","42,591","43,037","43,235","42,393","1.80M","-0.69%"
"06/30/2023","42,888","42,294","43,483","42,096","3.51M","1.40%"
"06/29/2023","42,294","43,086","43,483","42,294","3.29M","-2.73%"
"06/28/2023","43,483","43,780","44,027","42,789","3.99M","-0.68%"
"06/27/2023","43,780","43,928","44,473","43,334","2.48M","-0.34%"
"06/26/2023","43,928","43,136","44,077","42,195","5.46M","3.38%"
"06/23/2023","42,492","42,641","42,789","42,294","2.16M","-0.35%"
"06/22/2023","42,641","42,443","43,235","41,947","4.11M","0.82%"
"06/21/2023","42,294","42,096","42,294","41,799","2.57M","0.47%"
"06/20/2023","42,096","41,205","42,096","41,205","2.48M","2.41%"
"06/19/2023","41,106","40,957","41,304","40,709","2.06M","0.36%"
"06/16/2023","40,957","41,551","41,898","40,759","4.41M","-0.84%"
"06/15/2023","41,304","41,650","41,997","41,056","2.81M","-0.83%"
"06/14/2023","41,650","42,591","42,591","41,650","3.32M","-2.21%"
"06/13/2023","42,591","42,987","42,987","42,195","3.40M","0.00%"
"06/12/2023","42,591","41,254","42,591","41,106","7.25M","3.87%"
"06/09/2023","41,006","40,610","41,006","40,115","4.12M","1.84%"
"06/08/2023","40,264","41,601","41,601","40,214","4.51M","-2.75%"
"06/07/2023","41,403","41,403","41,551","40,660","4.75M","0.00%"
"06/06/2023","41,403","40,808","41,650","40,660","4.67M","1.46%"
"06/05/2023","40,808","40,610","41,205","40,412","6.62M","0.98%"
"06/02/2023","40,412","39,075","40,462","38,827","5.71M","3.82%"
"06/01/2023","38,926","38,976","39,125","38,332","2.91M","0.25%"
"05/31/2023","38,827","38,926","39,075","38,580","1.98M","-0.51%"
"05/30/2023","39,025","38,481","39,422","38,481","4.82M","1.81%"
"05/29/2023","38,332","38,084","38,332","37,787","2.26M","1.31%"
"05/26/2023","37,837","37,688","38,035","37,639","882.50K","0.53%"
"05/25/2023","37,639","37,589","38,035","37,441","1.48M","0.13%"
"05/24/2023","37,589","38,035","38,084","37,540","1.25M","-0.78%"
"05/23/2023","37,886","38,283","38,431","37,837","1.47M","-0.78%"
"05/22/2023","38,184","37,985","38,283","37,688","1.52M","0.65%"
"05/19/2023","37,936","37,738","37,936","37,441","1.64M","0.52%"
"05/18/2023","37,738","38,184","38,332","37,738","1.75M","-0.13%"
"05/17/2023","37,787","38,084","38,283","37,589","1.33M","-0.78%"
"05/16/2023","38,084","38,530","38,580","37,837","2.13M","-1.16%"
"05/15/2023","38,530","38,778","39,025","38,481","2.78M","-0.26%"
"05/12/2023","38,629","38,382","38,728","37,837","2.03M","0.77%"
"05/11/2023","38,332","38,778","38,976","38,184","1.66M","-0.77%"
"05/10/2023","38,629","37,688","38,629","37,540","2.35M","2.77%"
"05/09/2023","37,589","37,490","37,985","37,490","931.10K","0.26%"
"05/08/2023","37,490","37,441","37,886","37,441","1.27M","0.13%"
"05/05/2023","37,441","37,540","37,738","37,292","1.17M","-0.26%"
"05/04/2023","37,540","37,738","38,530","37,540","2.46M","-3.31%"
"04/28/2023","38,827","38,283","38,827","38,233","2.52M","1.42%"
"04/27/2023","38,283","38,134","38,283","37,787","1.29M","0.65%"
"04/26/2023","38,035","37,342","38,035","37,292","1.84M","1.86%"
"04/25/2023","37,342","38,233","38,431","37,144","2.74M","-1.82%"
"04/24/2023","38,035","38,827","38,926","37,886","3.21M","-2.29%"
"04/21/2023","38,926","40,016","40,016","38,926","2.81M","-2.72%"
"04/20/2023","40,016","40,115","40,115","39,521","1.42M","-0.25%"
"04/19/2023","40,115","39,669","40,907","39,620","2.95M","1.38%"
"04/18/2023","39,570","40,165","40,363","39,570","2.76M","0.25%"
"04/17/2023","39,471","39,471","39,620","39,174","1.41M","-0.38%"
"04/14/2023","39,620","40,858","41,006","39,620","2.68M","-2.56%"
"04/13/2023","40,660","40,610","40,907","40,264","3.14M","0.74%"
"04/12/2023","40,363","40,115","41,304","40,115","3.97M","0.12%"
"04/11/2023","40,313","40,610","40,610","39,818","2.85M","-0.73%"
"04/10/2023","40,610","38,827","40,759","38,827","5.83M","5.13%"
"04/07/2023","38,629","38,481","38,679","38,134","2.03M","-0.26%"
"04/06/2023","38,728","39,620","39,620","38,679","1.97M","-1.64%"
"04/05/2023","39,372","39,422","39,471","39,125","1.74M","-0.13%"
"04/04/2023","39,422","38,728","39,570","38,679","3.13M","2.05%"
"04/03/2023","38,629","38,629","38,827","38,332","2.11M","1.17%"
"03/31/2023","38,184","38,184","38,580","37,886","1.82M","-0.13%"
"03/30/2023","38,233","38,431","38,827","37,787","2.67M","-0.26%"
"03/29/2023","38,332","38,877","38,976","38,332","1.83M","-1.02%"
"03/28/2023","38,728","37,837","38,926","37,738","4.20M","2.62%"
"03/27/2023","37,738","37,639","38,084","37,490","2.47M","0.40%"
"03/24/2023","37,589","37,243","37,837","37,243","1.73M","0.40%"
"03/23/2023","37,441","37,243","37,589","37,144","1.24M","-0.39%"
"03/22/2023","37,589","38,283","38,283","37,589","1.51M","-1.43%"
"03/21/2023","38,134","38,431","38,431","37,144","1.41M","1.05%"
"03/20/2023","37,738","38,629","39,025","37,688","2.30M","-3.30%"
"03/17/2023","39,025","39,521","39,521","38,481","953.80K","0.00%"
"03/16/2023","39,025","39,620","39,620","38,431","1.67M","-1.50%"
"03/15/2023","39,620","39,224","39,719","39,025","1.90M","3.63%"
"03/14/2023","38,233","38,926","39,224","37,936","1.61M","-2.03%"
"03/13/2023","39,025","39,372","39,620","39,025","1.35M","-0.88%"
"03/10/2023","39,372","39,521","39,719","39,025","1.57M","-0.63%"
"03/09/2023","39,620","39,224","40,165","39,174","2.12M","1.52%"
"03/08/2023","39,025","38,629","39,174","38,283","2.03M","-0.76%"
"03/07/2023","39,323","39,620","39,818","38,827","1.59M","0.76%"
"03/06/2023","39,025","39,570","40,115","39,025","1.47M","0.00%"
"03/03/2023","39,025","39,917","40,214","39,025","1.86M","-2.23%"
"03/02/2023","39,917","40,412","40,610","39,620","868.90K","-1.22%"
"03/01/2023","40,412","39,620","40,610","38,877","1.52M","2.00%"
"02/28/2023","39,620","40,115","40,808","39,471","1.57M","-1.23%"
"02/27/2023","40,115","40,610","41,502","40,115","1.97M","-3.80%"
"02/24/2023","41,700","42,096","42,542","41,205","1.63M","-2.09%"
"02/23/2023","42,591","42,393","42,591","41,601","1.31M","0.00%"
